Date,Start_Hour,End_Hour,Source,Day_of_Year,Day_Name,Month_Name,Production
5/17/2023,2,3,Wind,137,Wednesday,May,7078
10/18/2025,9,10,Wind,291,Saturday,October,7328
6/22/2022,11,12,Solar,173,Wednesday,June,5734
5/31/2021,7,8,Wind,151,Monday,May,4314
10/14/2023,18,19,Wind,287,Saturday,October,2649
8/25/2025,6,7,Wind,237,Monday,August,2598
11/9/2023,21,22,Wind,313,Thursday,November,13002
2/2/2023,7,8,Wind,33,Thursday,February,5959
6/27/2024,13,14,Solar,179,Thursday,June,10165
6/10/2023,23,0,Wind,161,Saturday,June,1315
12/1/2020,16,17,Wind,336,Tuesday,December,6870
3/27/2024,8,9,Wind,87,Wednesday,March,8161
2/19/2022,20,21,Wind,50,Saturday,February,14404
4/22/2022,23,0,Wind,112,Friday,April,5782
4/9/2023,16,17,Solar,99,Sunday,April,6478
1/4/2023,14,15,Wind,4,Wednesday,January,16982
12/17/2020,2,3,Wind,352,Thursday,December,6261
7/5/2022,13,14,Solar,186,Tuesday,July,7568
5/23/2020,18,19,Wind,144,Saturday,May,8118
4/13/2020,0,1,Wind,104,Monday,April,2453
10/28/2021,22,23,Wind,301,Thursday,October,10824
11/28/2023,17,18,Wind,332,Tuesday,November,1150
10/17/2023,2,3,Wind,290,Tuesday,October,7403
10/17/2025,22,23,Wind,290,Friday,October,6048
10/11/2022,14,15,Solar,284,Tuesday,October,4235
9/3/2020,12,13,Solar,247,Thursday,September,6438
12/2/2021,6,7,Wind,336,Thursday,December,7326
11/15/2025,19,20,Wind,319,Saturday,November,2763
8/31/2021,22,23,Wind,243,Tuesday,August,6413
7/16/2023,22,23,Wind,197,Sunday,July,2549
3/4/2021,13,14,Solar,63,Thursday,March,4027
1/13/2021,15,16,Wind,13,Wednesday,January,8853
6/6/2023,1,2,Wind,157,Tuesday,June,6856
11/25/2023,5,6,Wind,329,Saturday,November,6320
4/23/2024,16,17,Solar,114,Tuesday,April,9416
12/30/2021,11,12,Wind,364,Thursday,December,9300
8/8/2021,0,1,Wind,220,Sunday,August,7556
5/28/2021,6,7,Wind,148,Friday,May,2641
10/8/2023,9,10,Solar,281,Sunday,October,3209
4/16/2022,16,17,Wind,106,Saturday,April,10697
12/19/2020,18,19,Wind,354,Saturday,December,6861
10/21/2021,15,16,Wind,294,Thursday,October,12180
8/28/2023,12,13,Solar,240,Monday,August,7423
9/29/2020,8,9,Wind,273,Tuesday,September,1694
9/3/2025,15,16,Wind,246,Wednesday,September,12360
5/19/2023,13,14,Solar,139,Friday,May,10255
11/20/2024,22,23,Wind,325,Wednesday,November,6810
1/26/2020,3,4,Wind,26,Sunday,January,2543
1/16/2025,20,21,Wind,16,Thursday,January,2948
1/28/2021,11,12,Wind,28,Thursday,January,14905
4/28/2024,5,6,Wind,119,Sunday,April,10703
9/23/2020,15,16,Wind,267,Wednesday,September,7914
3/27/2025,23,0,Wind,86,Thursday,March,2821
3/31/2025,23,0,Wind,90,Monday,March,10942
2/28/2025,4,5,Wind,59,Friday,February,4656
8/15/2022,17,18,Wind,227,Monday,August,6544
4/19/2020,4,5,Wind,110,Sunday,April,2028
1/23/2024,7,8,Wind,23,Tuesday,January,8881
6/30/2020,6,7,Wind,182,Tuesday,June,3473
5/24/2025,0,1,Wind,144,Saturday,May,2284
11/6/2022,8,9,Wind,310,Sunday,November,8915
10/17/2023,5,6,Wind,290,Tuesday,October,6830
6/24/2024,0,1,Wind,176,Monday,June,2517
10/27/2024,2,3,Wind,301,Sunday,October,1876
4/27/2024,10,11,Wind,118,Saturday,April,8091
5/23/2025,19,20,Wind,143,Friday,May,5092
9/25/2025,10,11,Solar,268,Thursday,September,5628
8/4/2022,11,12,Solar,216,Thursday,August,5773
6/29/2023,14,15,Solar,180,Thursday,June,6545
4/28/2023,17,18,Wind,118,Friday,April,8168
8/17/2022,18,19,Solar,229,Wednesday,August,2933
9/17/2024,14,15,Wind,261,Tuesday,September,17137
10/9/2025,16,17,Solar,282,Thursday,October,5408
5/1/2022,14,15,Solar,121,Sunday,May,6567
11/26/2024,14,15,Wind,331,Tuesday,November,6582
2/24/2024,23,0,Wind,55,Saturday,February,9789
9/15/2022,20,21,Wind,258,Thursday,September,1810
2/7/2025,6,7,Wind,38,Friday,February,10672
6/25/2022,15,16,Solar,176,Saturday,June,6025
11/8/2024,6,7,Wind,313,Friday,November,2289
1/15/2022,23,0,Wind,15,Saturday,January,1151
8/18/2025,9,10,Solar,230,Monday,August,5542
11/20/2024,5,6,Wind,325,Wednesday,November,6319
11/25/2022,2,3,Wind,329,Friday,November,6857
4/28/2024,3,4,Wind,119,Sunday,April,11002
4/18/2024,11,12,Solar,109,Thursday,April,8540
12/15/2024,20,21,Wind,350,Sunday,December,9708
4/10/2020,23,0,Wind,101,Friday,April,3602
7/31/2021,7,8,Wind,212,Saturday,July,3296
9/1/2020,1,2,Wind,245,Tuesday,September,1480
6/25/2024,20,21,Wind,177,Tuesday,June,2962
1/14/2022,3,4,Wind,14,Friday,January,1261
2/10/2022,14,15,Solar,41,Thursday,February,5683
2/15/2022,1,2,Wind,46,Tuesday,February,6602
12/8/2021,4,5,Wind,342,Wednesday,December,9589
1/9/2020,20,21,Wind,9,Thursday,January,11104
4/17/2023,15,16,Wind,107,Monday,April,10496
9/9/2025,22,23,Wind,252,Tuesday,September,3035
3/24/2024,15,16,Wind,84,Sunday,March,15098
1/23/2025,23,0,Wind,23,Thursday,January,16417
10/19/2024,6,7,Wind,293,Saturday,October,5995
9/23/2021,13,14,Solar,266,Thursday,September,5959
10/22/2022,19,20,Wind,295,Saturday,October,3372
10/7/2024,22,23,Wind,281,Monday,October,8678
5/16/2020,6,7,Wind,137,Saturday,May,2202
4/29/2022,11,12,Solar,119,Friday,April,5764
11/28/2024,2,3,Wind,333,Thursday,November,4517
9/20/2020,9,10,Wind,264,Sunday,September,1507
3/9/2022,20,21,Wind,68,Wednesday,March,6208
6/23/2025,15,16,Wind,174,Monday,June,8257
6/1/2025,18,19,Wind,152,Sunday,June,4872
11/8/2021,2,3,Wind,312,Monday,November,2711
11/24/2022,13,14,Wind,328,Thursday,November,8724
10/2/2022,15,16,Wind,275,Sunday,October,9912
7/20/2024,14,15,Solar,202,Saturday,July,5377
8/27/2022,0,1,Wind,239,Saturday,August,3178
2/6/2021,10,11,Wind,37,Saturday,February,2979
10/4/2020,1,2,Wind,278,Sunday,October,8073
7/25/2020,0,1,Wind,207,Saturday,July,1583
3/19/2020,1,2,Wind,79,Thursday,March,1067
3/12/2022,19,20,Wind,71,Saturday,March,8526
7/7/2023,12,13,Solar,188,Friday,July,9615
8/14/2025,5,6,Wind,226,Thursday,August,1937
10/16/2022,15,16,Wind,289,Sunday,October,7511
7/4/2023,0,1,Wind,185,Tuesday,July,4204
9/26/2025,4,5,Wind,269,Friday,September,1083
7/24/2025,8,9,Wind,205,Thursday,July,3774
11/20/2021,16,17,Solar,324,Saturday,November,428
4/29/2025,8,9,Wind,119,Tuesday,April,6429
9/10/2025,5,6,Wind,253,Wednesday,September,3862
9/7/2020,3,4,Wind,251,Monday,September,1682
5/10/2025,9,10,Solar,130,Saturday,May,7582
4/7/2022,14,15,Wind,97,Thursday,April,17658
12/30/2021,17,18,Wind,364,Thursday,December,5361
6/1/2020,13,14,Solar,153,Monday,June,5468
4/27/2023,7,8,Wind,117,Thursday,April,1748
8/7/2021,5,6,Wind,219,Saturday,August,3298
6/19/2022,22,23,Wind,170,Sunday,June,6781
9/7/2022,6,7,Wind,250,Wednesday,September,2886
3/14/2020,4,5,Wind,74,Saturday,March,2442
1/8/2021,3,4,Wind,8,Friday,January,1232
4/19/2023,10,11,Solar,109,Wednesday,April,8885
7/30/2022,7,8,Wind,211,Saturday,July,1263
10/22/2025,8,9,Wind,295,Wednesday,October,3959
2/4/2023,2,3,Wind,35,Saturday,February,3231
5/13/2024,9,10,Solar,134,Monday,May,6326
6/24/2022,9,10,Wind,175,Friday,June,4102
12/17/2021,7,8,Wind,351,Friday,December,7040
1/26/2021,14,15,Wind,26,Tuesday,January,5549
5/18/2024,5,6,Wind,139,Saturday,May,609
4/16/2021,20,21,Wind,106,Friday,April,4351
9/15/2021,22,23,Wind,258,Wednesday,September,1129
3/27/2024,13,14,Wind,87,Wednesday,March,15711
6/4/2020,4,5,Wind,156,Thursday,June,2647
7/31/2023,5,6,Wind,212,Monday,July,7463
1/17/2025,9,10,Solar,17,Friday,January,1723
1/19/2021,11,12,Wind,19,Tuesday,January,12660
11/15/2020,8,9,Wind,320,Sunday,November,13462
9/3/2021,13,14,Solar,246,Friday,September,3938
8/19/2020,7,8,Wind,232,Wednesday,August,2503
1/16/2024,7,8,Wind,16,Tuesday,January,1894
4/13/2020,19,20,Wind,104,Monday,April,11014
10/23/2020,4,5,Wind,297,Friday,October,2314
10/29/2023,11,12,Wind,302,Sunday,October,15794
3/27/2022,16,17,Solar,86,Sunday,March,5221
9/26/2022,6,7,Wind,269,Monday,September,5127
2/26/2021,13,14,Wind,57,Friday,February,5643
6/10/2025,0,1,Wind,161,Tuesday,June,739
6/3/2020,14,15,Solar,155,Wednesday,June,3854
3/7/2024,15,16,Wind,67,Thursday,March,13548
4/13/2024,3,4,Wind,104,Saturday,April,1968
7/20/2021,13,14,Solar,201,Tuesday,July,6920
10/5/2024,8,9,Wind,279,Saturday,October,4046
11/14/2025,1,2,Wind,318,Friday,November,10792
1/12/2021,11,12,Wind,12,Tuesday,January,12790
4/15/2021,13,14,Solar,105,Thursday,April,8902
8/6/2023,20,21,Wind,218,Sunday,August,7539
7/22/2024,18,19,Wind,204,Monday,July,7828
2/7/2025,14,15,Wind,38,Friday,February,11067
11/15/2025,20,21,Wind,319,Saturday,November,2943
8/25/2023,14,15,Wind,237,Friday,August,10296
4/12/2021,6,7,Wind,102,Monday,April,2122
8/10/2022,13,14,Solar,222,Wednesday,August,11340
1/28/2021,15,16,Wind,28,Thursday,January,13966
6/25/2021,17,18,Solar,176,Friday,June,4451
12/30/2023,1,2,Wind,364,Saturday,December,7983
2/14/2021,6,7,Wind,45,Sunday,February,7437
8/31/2021,23,0,Wind,243,Tuesday,August,6563
6/2/2022,21,22,Wind,153,Thursday,June,2485
9/18/2025,4,5,Wind,261,Thursday,September,1868
3/8/2025,14,15,Wind,67,Saturday,March,14845
11/2/2020,16,17,Wind,307,Monday,November,9780
11/18/2023,4,5,Wind,322,Saturday,November,5289
12/22/2022,4,5,Wind,356,Thursday,December,14146
6/25/2023,2,3,Wind,176,Sunday,June,3099
12/17/2024,8,9,Wind,352,Tuesday,December,2984
1/14/2023,0,1,Wind,14,Saturday,January,8436
9/15/2022,19,20,Wind,258,Thursday,September,2206
2/7/2021,15,16,Wind,38,Sunday,February,5405
7/31/2020,21,22,Wind,213,Friday,July,2183
2/10/2021,11,12,Wind,41,Wednesday,February,8634
1/2/2020,5,6,Wind,2,Thursday,January,1775
4/2/2022,12,13,Wind,92,Saturday,April,13529
10/11/2023,1,2,Wind,284,Wednesday,October,2398
7/6/2021,0,1,Wind,187,Tuesday,July,7868
11/22/2023,3,4,Wind,326,Wednesday,November,7313
9/20/2023,12,13,Wind,263,Wednesday,September,14525
1/5/2020,3,4,Wind,5,Sunday,January,1679
8/18/2020,16,17,Solar,231,Tuesday,August,4998
2/23/2025,13,14,Wind,54,Sunday,February,13472
8/27/2020,14,15,Solar,240,Thursday,August,6834
2/10/2021,18,19,Wind,41,Wednesday,February,4924
7/17/2024,9,10,Solar,199,Wednesday,July,4405
7/27/2025,23,0,Wind,208,Sunday,July,3816
3/21/2023,11,12,Solar,80,Tuesday,March,7553
7/19/2020,0,1,Wind,201,Sunday,July,1658
10/22/2023,22,23,Wind,295,Sunday,October,3410
5/31/2025,11,12,Solar,151,Saturday,May,3329
12/16/2023,19,20,Wind,350,Saturday,December,2599
1/15/2020,5,6,Wind,15,Wednesday,January,12548
3/30/2021,12,13,Solar,89,Tuesday,March,5222
10/1/2023,5,6,Wind,274,Sunday,October,2507
3/15/2022,22,23,Wind,74,Tuesday,March,3911
4/19/2024,3,4,Wind,110,Friday,April,7411
12/27/2024,15,16,Solar,362,Friday,December,2134
3/9/2023,5,6,Wind,68,Thursday,March,13966
7/20/2023,0,1,Wind,201,Thursday,July,3082
11/4/2022,5,6,Wind,308,Friday,November,7949
12/15/2022,10,11,Wind,349,Thursday,December,4943
6/13/2022,21,22,Wind,164,Monday,June,2306
4/12/2021,20,21,Wind,102,Monday,April,2335
3/22/2023,22,23,Wind,81,Wednesday,March,12937
8/15/2025,2,3,Wind,227,Friday,August,3888
11/30/2020,23,0,Wind,335,Monday,November,6400
4/17/2024,3,4,Wind,108,Wednesday,April,5391
8/6/2023,4,5,Wind,218,Sunday,August,13187
7/21/2023,12,13,Solar,202,Friday,July,8073
2/28/2021,20,21,Wind,59,Sunday,February,6943
7/2/2024,9,10,Solar,184,Tuesday,July,4736
12/9/2024,8,9,Wind,344,Monday,December,15335
4/15/2024,0,1,Wind,106,Monday,April,2897
8/11/2020,21,22,Wind,224,Tuesday,August,1293
4/23/2023,4,5,Wind,113,Sunday,April,6865
11/5/2024,11,12,Solar,310,Tuesday,November,3709
3/20/2020,20,21,Wind,80,Friday,March,8427
11/14/2024,2,3,Wind,319,Thursday,November,3850
3/26/2020,6,7,Wind,86,Thursday,March,6741
4/21/2021,4,5,Wind,111,Wednesday,April,1181
6/24/2023,16,17,Solar,175,Saturday,June,7379
4/25/2023,3,4,Wind,115,Tuesday,April,2722
5/12/2022,9,10,Solar,132,Thursday,May,2937
4/17/2021,21,22,Wind,107,Saturday,April,5809
11/29/2022,23,0,Wind,333,Tuesday,November,1125
3/26/2023,1,2,Wind,85,Sunday,March,8992
9/21/2023,8,9,Wind,264,Thursday,September,6604
12/15/2020,11,12,Wind,350,Tuesday,December,3817
7/1/2022,4,5,Wind,182,Friday,July,2242
11/13/2024,14,15,Wind,318,Wednesday,November,8574
5/18/2020,2,3,Wind,139,Monday,May,2241
5/14/2020,15,16,Wind,135,Thursday,May,10960
4/12/2022,1,2,Wind,102,Tuesday,April,8671
4/20/2025,9,10,Wind,110,Sunday,April,8917
8/5/2023,13,14,Wind,217,Saturday,August,16784
2/4/2020,14,15,Wind,35,Tuesday,February,13682
3/3/2025,8,9,Wind,62,Monday,March,3709
4/18/2024,4,5,Wind,109,Thursday,April,3445
7/12/2024,22,23,Wind,194,Friday,July,2399
10/27/2023,18,19,Wind,300,Friday,October,8213
1/21/2022,21,22,Wind,21,Friday,January,3407
5/1/2020,12,13,Wind,122,Friday,May,8601
10/2/2021,0,1,Wind,275,Saturday,October,3206
11/13/2021,21,22,Wind,317,Saturday,November,2473
3/31/2024,0,1,Wind,91,Sunday,March,8303
5/20/2022,16,17,Wind,140,Friday,May,12694
5/29/2020,7,8,Wind,150,Friday,May,4950
9/21/2023,11,12,Wind,264,Thursday,September,5337
8/2/2025,17,18,Solar,214,Saturday,August,9975
8/14/2022,10,11,Wind,226,Sunday,August,4046
5/4/2020,13,14,Solar,125,Monday,May,5174
5/28/2022,16,17,Solar,148,Saturday,May,9508
2/15/2021,21,22,Wind,46,Monday,February,8575
2/7/2025,5,6,Wind,38,Friday,February,10080
4/9/2021,1,2,Wind,99,Friday,April,2738
3/4/2021,2,3,Wind,63,Thursday,March,1340
10/16/2025,5,6,Wind,289,Thursday,October,4678
3/16/2024,3,4,Wind,76,Saturday,March,8335
12/17/2020,19,20,Wind,352,Thursday,December,4202
6/21/2024,14,15,Solar,173,Friday,June,9981
5/25/2023,23,0,Wind,145,Thursday,May,8297
7/11/2023,1,2,Wind,192,Tuesday,July,1324
9/14/2020,4,5,Wind,258,Monday,September,2543
4/7/2024,18,19,Wind,98,Sunday,April,7274
7/14/2024,21,22,Wind,196,Sunday,July,316
1/3/2023,0,1,Wind,3,Tuesday,January,4153
6/5/2025,8,9,Wind,156,Thursday,June,8972
1/25/2023,6,7,Wind,25,Wednesday,January,1928
5/20/2022,19,20,Wind,140,Friday,May,8047
6/28/2021,14,15,Solar,179,Monday,June,4025
12/24/2023,18,19,Wind,358,Sunday,December,15923
12/27/2020,14,15,Wind,362,Sunday,December,11170
7/17/2023,23,0,Wind,198,Monday,July,956
8/2/2023,10,11,Wind,214,Wednesday,August,18523
10/25/2024,8,9,Wind,299,Friday,October,6688
7/17/2022,19,20,Wind,198,Sunday,July,3333
6/17/2024,9,10,Solar,169,Monday,June,4874
6/26/2024,6,7,Wind,178,Wednesday,June,1703
4/8/2023,19,20,Wind,98,Saturday,April,2553
12/24/2021,10,11,Wind,358,Friday,December,3789
2/13/2020,8,9,Wind,44,Thursday,February,12836
3/28/2023,8,9,Wind,87,Tuesday,March,6340
2/14/2020,10,11,Wind,45,Friday,February,4681
10/18/2021,2,3,Wind,291,Monday,October,2709
5/13/2022,10,11,Solar,133,Friday,May,4843
3/5/2025,7,8,Wind,64,Wednesday,March,2803
6/5/2023,1,2,Wind,156,Monday,June,6710
1/23/2025,4,5,Wind,23,Thursday,January,6670
4/27/2022,3,4,Wind,117,Wednesday,April,5449
1/30/2023,12,13,Wind,30,Monday,January,9661
3/31/2022,18,19,Wind,90,Thursday,March,11159
12/19/2021,15,16,Wind,353,Sunday,December,3520
9/4/2024,16,17,Solar,248,Wednesday,September,4140
5/7/2024,19,20,Wind,128,Tuesday,May,6553
7/23/2024,15,16,Wind,205,Tuesday,July,13933
4/10/2022,5,6,Wind,100,Sunday,April,1160
12/17/2022,22,23,Wind,351,Saturday,December,3540
1/14/2020,0,1,Wind,14,Tuesday,January,12199
3/4/2024,11,12,Solar,64,Monday,March,9193
10/29/2021,3,4,Wind,302,Friday,October,11260
3/27/2020,17,18,Wind,87,Friday,March,3726
11/6/2023,13,14,Wind,310,Monday,November,14983
9/7/2024,20,21,Wind,251,Saturday,September,3127
11/21/2021,20,21,Wind,325,Sunday,November,4770
6/30/2021,1,2,Wind,181,Wednesday,June,2432
6/5/2022,0,1,Wind,156,Sunday,June,2806
11/24/2024,9,10,Wind,329,Sunday,November,20134
12/3/2021,23,0,Wind,337,Friday,December,9750
6/1/2023,15,16,Solar,152,Thursday,June,9505
5/12/2022,2,3,Wind,132,Thursday,May,3412
10/27/2023,14,15,Wind,300,Friday,October,12884
4/17/2025,0,1,Wind,107,Thursday,April,2213
6/3/2025,1,2,Wind,154,Tuesday,June,480
6/24/2025,10,11,Solar,175,Tuesday,June,10012
6/14/2023,10,11,Solar,165,Wednesday,June,5257
8/25/2021,18,19,Wind,237,Wednesday,August,5935
6/17/2022,10,11,Solar,168,Friday,June,5052
8/2/2021,7,8,Wind,214,Monday,August,1348
8/5/2023,23,0,Wind,217,Saturday,August,13117
8/3/2022,11,12,Solar,215,Wednesday,August,5602
2/8/2022,4,5,Wind,39,Tuesday,February,5300
1/7/2023,13,14,Wind,7,Saturday,January,16234
10/17/2024,10,11,Wind,291,Thursday,October,3079
2/23/2020,2,3,Wind,54,Sunday,February,7935
4/4/2023,2,3,Wind,94,Tuesday,April,7637
5/27/2023,3,4,Wind,147,Saturday,May,7587
9/28/2022,4,5,Wind,271,Wednesday,September,5917
12/28/2022,2,3,Wind,362,Wednesday,December,11946
3/10/2024,21,22,Wind,70,Sunday,March,1947
10/15/2023,7,8,Wind,288,Sunday,October,3780
6/14/2021,12,13,Solar,165,Monday,June,5319
7/6/2021,14,15,Wind,187,Tuesday,July,11644
12/25/2024,13,14,Solar,360,Wednesday,December,3595
3/28/2022,2,3,Wind,87,Monday,March,1856
1/23/2023,13,14,Wind,23,Monday,January,7766
3/29/2025,0,1,Wind,88,Saturday,March,10070
1/16/2024,23,0,Wind,16,Tuesday,January,4529
4/16/2025,19,20,Wind,106,Wednesday,April,3292
6/17/2021,5,6,Wind,168,Thursday,June,6404
12/6/2022,16,17,Wind,340,Tuesday,December,1590
5/24/2020,4,5,Wind,145,Sunday,May,3284
7/22/2024,6,7,Wind,204,Monday,July,3397
5/31/2022,12,13,Solar,151,Tuesday,May,5903
2/4/2024,1,2,Wind,35,Sunday,February,6030
9/9/2023,9,10,Solar,252,Saturday,September,4430
3/17/2025,6,7,Wind,76,Monday,March,5793
2/5/2021,10,11,Wind,36,Friday,February,2191
10/28/2021,7,8,Wind,301,Thursday,October,5817
11/16/2020,22,23,Wind,321,Monday,November,4919
3/25/2022,1,2,Wind,84,Friday,March,5483
8/11/2022,11,12,Solar,223,Thursday,August,8478
10/15/2023,14,15,Solar,288,Sunday,October,8098
5/21/2023,20,21,Wind,141,Sunday,May,4727
7/28/2024,0,1,Wind,210,Sunday,July,2273
10/14/2024,3,4,Wind,288,Monday,October,4053
5/8/2023,11,12,Solar,128,Monday,May,5592
8/21/2020,9,10,Wind,234,Friday,August,6590
2/8/2024,0,1,Wind,39,Thursday,February,8738
10/10/2025,5,6,Wind,283,Friday,October,2407
9/27/2022,8,9,Wind,270,Tuesday,September,7190
10/3/2020,6,7,Wind,277,Saturday,October,2800
9/29/2022,12,13,Solar,272,Thursday,September,4158
5/16/2023,18,19,Wind,136,Tuesday,May,11874
1/3/2025,23,0,Wind,3,Friday,January,3397
7/29/2021,10,11,Wind,210,Thursday,July,6193
3/22/2020,1,2,Wind,82,Sunday,March,7775
1/11/2025,1,2,Wind,11,Saturday,January,1767
2/27/2024,0,1,Wind,58,Tuesday,February,13713
9/10/2021,7,8,Wind,253,Friday,September,1455
3/6/2023,5,6,Wind,65,Monday,March,1492
8/11/2021,18,19,Solar,223,Wednesday,August,2245
3/19/2024,17,18,Solar,79,Tuesday,March,2316
11/16/2023,17,18,Wind,320,Thursday,November,11998
7/7/2022,22,23,Wind,188,Thursday,July,4702
8/25/2024,7,8,Wind,238,Sunday,August,3968
10/28/2024,7,8,Wind,302,Monday,October,1749
10/27/2024,13,14,Solar,301,Sunday,October,3870
12/14/2024,8,9,Wind,349,Saturday,December,2242
10/8/2022,22,23,Wind,281,Saturday,October,2788
11/4/2023,10,11,Wind,308,Saturday,November,18086
11/29/2023,1,2,Wind,333,Wednesday,November,2762
11/6/2020,7,8,Wind,311,Friday,November,6556
4/16/2020,6,7,Wind,107,Thursday,April,4384
2/2/2021,16,17,Wind,33,Tuesday,February,9748
8/24/2023,16,17,Wind,236,Thursday,August,12185
7/15/2024,23,0,Wind,197,Monday,July,8966
9/19/2024,13,14,Solar,263,Thursday,September,15201
10/21/2025,15,16,Wind,294,Tuesday,October,11377
7/22/2025,14,15,Wind,203,Tuesday,July,15430
4/21/2022,17,18,Wind,111,Thursday,April,6118
2/20/2022,19,20,Wind,51,Sunday,February,15825
1/29/2022,13,14,Wind,29,Saturday,January,11433
11/6/2024,11,12,Solar,311,Wednesday,November,3240
7/9/2023,4,5,Wind,190,Sunday,July,2125
2/2/2023,14,15,Wind,33,Thursday,February,10278
4/27/2024,23,0,Wind,118,Saturday,April,10379
1/1/2022,11,12,Wind,1,Saturday,January,7319
5/3/2020,8,9,Wind,124,Sunday,May,2972
10/31/2023,19,20,Wind,304,Tuesday,October,9451
4/29/2020,8,9,Wind,120,Wednesday,April,4937
4/13/2025,19,20,Wind,103,Sunday,April,2764
7/6/2024,17,18,Wind,188,Saturday,July,8217
10/9/2022,0,1,Wind,282,Sunday,October,3826
10/18/2023,7,8,Wind,291,Wednesday,October,11584
4/4/2020,2,3,Wind,95,Saturday,April,1158
8/18/2024,10,11,Solar,231,Sunday,August,7264
4/4/2025,20,21,Wind,94,Friday,April,6012
9/18/2025,12,13,Solar,261,Thursday,September,10370
3/31/2022,15,16,Wind,90,Thursday,March,13021
5/14/2025,12,13,Solar,134,Wednesday,May,4680
3/1/2024,10,11,Wind,61,Friday,March,19222
10/26/2023,9,10,Wind,299,Thursday,October,7130
6/29/2022,9,10,Solar,180,Wednesday,June,3921
11/29/2024,22,23,Wind,334,Friday,November,7506
12/11/2022,19,20,Wind,345,Sunday,December,1644
9/8/2023,22,23,Wind,251,Friday,September,1785
9/25/2024,17,18,Wind,269,Wednesday,September,11233
4/2/2025,12,13,Wind,92,Wednesday,April,19224
8/11/2020,5,6,Wind,224,Tuesday,August,838
9/17/2020,3,4,Wind,261,Thursday,September,5838
10/25/2020,16,17,Wind,299,Sunday,October,6359
10/1/2021,14,15,Wind,274,Friday,October,9238
8/4/2022,21,22,Wind,216,Thursday,August,3909
2/18/2023,2,3,Wind,49,Saturday,February,6146
9/26/2021,9,10,Wind,269,Sunday,September,3703
5/26/2023,3,4,Wind,146,Friday,May,6527
12/29/2023,5,6,Wind,363,Friday,December,8082
10/27/2022,15,16,Wind,300,Thursday,October,6147
7/31/2021,11,12,Wind,212,Saturday,July,5374
3/13/2024,18,19,Wind,73,Wednesday,March,2479
5/11/2021,6,7,Wind,131,Tuesday,May,1710
8/27/2020,2,3,Wind,240,Thursday,August,965
7/15/2020,7,8,Wind,197,Wednesday,July,1539
7/29/2020,8,9,Solar,211,Wednesday,July,1457
2/17/2024,11,12,Solar,48,Saturday,February,6806
1/7/2023,3,4,Wind,7,Saturday,January,9229
6/15/2023,5,6,Wind,166,Thursday,June,2112
11/15/2022,18,19,Wind,319,Tuesday,November,8862
7/22/2025,3,4,Wind,203,Tuesday,July,7203
10/24/2023,0,1,Wind,297,Tuesday,October,5049
9/12/2023,11,12,Solar,255,Tuesday,September,3952
1/22/2022,22,23,Wind,22,Saturday,January,1760
11/3/2024,15,16,Solar,308,Sunday,November,3842
6/27/2024,16,17,Solar,179,Thursday,June,10001
8/20/2021,7,8,Wind,232,Friday,August,674
12/27/2021,2,3,Wind,361,Monday,December,4162
3/27/2020,9,10,Solar,87,Friday,March,3563
5/2/2024,18,19,Wind,123,Thursday,May,13877
1/19/2025,8,9,Wind,19,Sunday,January,814
12/15/2020,20,21,Wind,350,Tuesday,December,4290
6/27/2024,19,20,Wind,179,Thursday,June,6393
10/11/2024,14,15,Solar,285,Friday,October,6617
6/28/2024,13,14,Solar,180,Friday,June,4708
12/11/2022,5,6,Wind,345,Sunday,December,2487
8/20/2022,11,12,Solar,232,Saturday,August,5342
2/14/2021,19,20,Wind,45,Sunday,February,10764
6/29/2023,2,3,Wind,180,Thursday,June,1170
1/7/2021,2,3,Wind,7,Thursday,January,468
12/28/2024,12,13,Solar,363,Saturday,December,4417
1/14/2025,8,9,Wind,14,Tuesday,January,2258
5/30/2025,6,7,Wind,150,Friday,May,1119
10/2/2025,4,5,Wind,275,Thursday,October,2470
6/8/2023,19,20,Wind,159,Thursday,June,4273
4/20/2022,8,9,Wind,110,Wednesday,April,4367
9/21/2021,4,5,Wind,264,Tuesday,September,3269
7/24/2025,4,5,Wind,205,Thursday,July,2588
7/4/2020,11,12,Wind,186,Saturday,July,10751
8/27/2023,17,18,Wind,239,Sunday,August,9048
9/4/2024,17,18,Solar,248,Wednesday,September,3991
1/26/2021,15,16,Wind,26,Tuesday,January,4758
